row_id,anomaly_kind,is_anomaly
182,none,0
183,none,0
184,none,0
185,none,0
186,none,0
187,none,0
188,none,0
189,none,0
190,none,0
191,none,0
192,none,0
193,none,0
194,none,0
195,none,0
196,none,0
197,none,0
198,none,0
199,none,0
200,none,0
201,none,0
202,none,0
203,none,0
204,none,0
205,none,0
206,none,0
207,none,0
208,none,0
209,none,0
210,none,0
211,none,0
212,none,0
213,none,0
214,none,0
215,none,0
216,none,0
217,none,0
218,none,0
219,none,0
220,none,0
221,none,0
222,none,0
223,none,0
224,none,0
225,none,0
226,none,0
227,none,0
228,none,0
229,none,0
230,none,0
231,none,0
232,none,0
233,none,0
234,none,0
235,none,0
236,none,0
237,none,0
238,none,0
239,none,0
240,none,0
241,none,0
242,none,0
243,none,0
244,none,0
245,none,0
246,none,0
247,none,0
248,none,0
249,none,0
250,none,0
251,none,0
252,none,0
253,none,0
254,none,0
255,none,0
256,none,0
257,none,0
258,none,0
259,none,0
260,none,0
261,none,0
262,none,0
263,none,0
264,none,0
265,none,0
266,none,0
267,none,0
268,none,0
269,none,0
270,none,0
271,none,0
272,none,0
273,none,0
274,none,0
275,none,0
276,none,0
277,none,0
278,none,0
279,none,0
280,none,0
281,none,0
282,none,0
283,none,0
284,none,0
285,none,0
286,none,0
287,none,0
288,none,0
289,none,0
290,none,0
291,none,0
292,none,0
293,none,0
294,none,0
295,none,0
296,none,0
297,none,0
298,none,0
299,none,0
300,none,0
301,none,0
302,none,0
303,none,0
304,none,0
305,none,0
306,none,0
307,none,0
308,none,0
309,none,0
310,none,0
311,none,0
312,none,0
313,none,0
314,none,0
315,none,0
316,none,0
317,none,0
318,none,0
319,none,0
320,none,0
321,none,0
322,none,0
323,none,0
324,none,0
325,none,0
326,none,0
327,none,0
328,none,0
329,none,0
330,none,0
331,none,0
332,none,0
333,none,0
334,none,0
335,none,0
336,none,0
337,none,0
338,none,0
339,none,0
340,none,0
341,none,0
342,none,0
343,none,0
344,none,0
345,none,0
346,none,0
347,none,0
348,none,0
349,none,0
350,none,0
351,none,0
352,none,0
353,none,0
354,none,0
355,none,0
356,none,0
357,none,0
358,none,0
359,none,0
360,none,0
361,none,0
362,none,0
363,none,0
364,none,0
365,none,0
366,none,0
367,none,0
368,none,0
369,none,0
370,none,0
371,none,0
372,none,0
373,none,0
374,none,0
375,none,0
376,none,0
377,none,0
378,none,0
379,none,0
380,none,0
381,none,0
382,none,0
383,none,0
384,none,0
385,none,0
386,none,0
387,none,0
388,none,0
389,none,0
390,none,0
391,none,0
392,none,0
393,none,0
394,none,0
395,none,0
396,none,0
397,none,0
398,none,0
399,none,0
400,none,0
401,none,0
402,none,0
403,none,0
404,none,0
405,none,0
406,none,0
407,none,0
408,none,0
409,none,0
410,none,0
411,none,0
412,none,0
413,none,0
414,none,0
415,none,0
416,none,0
417,none,0
418,none,0
419,none,0
420,none,0
421,none,0
422,none,0
423,none,0
424,none,0
425,none,0
426,none,0
427,none,0
428,none,0
429,none,0
430,none,0
431,none,0
432,none,0
433,none,0
434,none,0
435,none,0
436,none,0
437,none,0
438,none,0
439,none,0
440,none,0
441,none,0
442,none,0
443,none,0
444,none,0
445,none,0
446,none,0
447,none,0
448,none,0
449,none,0
450,none,0
451,none,0
452,none,0
453,none,0
454,none,0
455,none,0
456,none,0
457,none,0
458,none,0
459,none,0
460,none,0
461,none,0
462,none,0
463,none,0
464,none,0
465,none,0
466,none,0
467,none,0
468,none,0
469,none,0
470,none,0
471,none,0
472,none,0
473,none,0
474,none,0
475,none,0
476,none,0
477,none,0
478,none,0
479,none,0
480,none,0
481,none,0
482,none,0
483,none,0
484,none,0
485,none,0
486,none,0
487,none,0
488,none,0
489,none,0
490,none,0
491,none,0
492,none,0
493,none,0
494,none,0
495,none,0
496,none,0
497,none,0
498,none,0
499,none,0
500,none,0
501,none,0
502,none,0
503,none,0
504,none,0
505,none,0
506,none,0
507,none,0
508,none,0
509,none,0
510,none,0
511,none,0
512,none,0
513,none,0
514,none,0
515,none,0
516,none,0
517,none,0
518,none,0
519,none,0
520,none,0
521,none,0
522,none,0
523,none,0
524,none,0
525,none,0
526,none,0
527,none,0
528,none,0
529,none,0
530,none,0
531,none,0
532,none,0
533,none,0
534,none,0
535,none,0
536,none,0
537,none,0
538,none,0
539,none,0
540,none,0
541,none,0
542,none,0
543,none,0
544,none,0
545,none,0
546,none,0
547,none,0
548,none,0
549,none,0
550,none,0
551,none,0
552,none,0
553,none,0
554,none,0
555,none,0
556,none,0
557,none,0
558,none,0
559,none,0
560,none,0
561,none,0
562,none,0
563,none,0
564,none,0
565,none,0
566,none,0
567,none,0
568,none,0
569,none,0
570,none,0
571,none,0
572,none,0
573,none,0
574,none,0
575,none,0
576,none,0
577,none,0
578,none,0
579,none,0
580,none,0
581,none,0
582,none,0
583,none,0
584,none,0
585,none,0
586,none,0
587,none,0
588,none,0
589,none,0
590,none,0
591,none,0
592,none,0
593,none,0
594,none,0
595,none,0
596,none,0
597,none,0
598,none,0
599,none,0
600,none,0
601,none,0
602,none,0
603,none,0
604,none,0
605,none,0
606,none,0
607,none,0
608,none,0
609,none,0
610,none,0
611,none,0
612,none,0
613,none,0
614,none,0
615,none,0
616,none,0
617,none,0
618,none,0
619,none,0
620,none,0
621,none,0
622,none,0
623,none,0
624,none,0
625,none,0
626,none,0
627,none,0
628,none,0
629,none,0
630,none,0
631,none,0
632,none,0
633,none,0
634,none,0
635,none,0
636,none,0
637,none,0
638,none,0
639,none,0
640,none,0
641,none,0
642,none,0
643,none,0
644,none,0
645,none,0
646,none,0
647,none,0
648,none,0
649,none,0
650,none,0
651,none,0
652,none,0
653,none,0
654,none,0
655,none,0
656,none,0
657,none,0
658,none,0
659,none,0
660,none,0
661,none,0
662,none,0
663,none,0
664,none,0
665,none,0
666,none,0
667,none,0
668,none,0
669,none,0
670,none,0
671,none,0
672,none,0
673,none,0
674,none,0
675,none,0
676,none,0
677,none,0
678,none,0
679,none,0
680,none,0
681,none,0
682,none,0
683,none,0
684,none,0
685,none,0
686,none,0
687,none,0
688,none,0
689,none,0
690,none,0
691,none,0
692,none,0
693,none,0
694,none,0
695,none,0
696,none,0
697,none,0
698,none,0
699,none,0
700,none,0
701,none,0
702,none,0
703,none,0
704,none,0
705,none,0
706,none,0
707,none,0
708,none,0
709,none,0
710,none,0
711,none,0
712,none,0
713,none,0
714,none,0
715,none,0
716,none,0
717,none,0
718,none,0
719,none,0
720,none,0
721,none,0
722,none,0
723,none,0
724,none,0
725,none,0
726,none,0
727,none,0
728,none,0
729,none,0
730,none,0
731,none,0
732,none,0
733,none,0
734,none,0
735,none,0
736,none,0
737,none,0
738,none,0
739,none,0
740,none,0
741,none,0
742,none,0
743,none,0
744,none,0
745,none,0
746,none,0
747,none,0
748,none,0
749,none,0
750,none,0
751,none,0
752,none,0
753,none,0
754,none,0
755,none,0
756,none,0
757,none,0
758,none,0
759,none,0
760,none,0
761,none,0
762,none,0
763,none,0
764,none,0
765,none,0
766,none,0
767,none,0
768,none,0
769,none,0
770,none,0
771,none,0
772,none,0
773,none,0
774,none,0
775,none,0
776,none,0
777,none,0
778,none,0
779,none,0
780,none,0
781,none,0
782,none,0
783,none,0
784,none,0
785,none,0
786,none,0
787,none,0
788,none,0
789,none,0
790,none,0
791,none,0
792,none,0
793,none,0
794,none,0
795,none,0
796,none,0
797,none,0
798,none,0
799,none,0
800,none,0
801,none,0
802,none,0
803,none,0
804,none,0
805,none,0
806,none,0
807,none,0
808,none,0
809,none,0
810,none,0
811,none,0
812,none,0
813,none,0
814,none,0
815,none,0
816,none,0
817,none,0
818,none,0
819,none,0
820,none,0
821,none,0
822,none,0
823,none,0
824,none,0
825,none,0
826,none,0
827,none,0
828,none,0
829,none,0
830,none,0
831,none,0
832,none,0
833,none,0
834,none,0
835,none,0
836,none,0
837,none,0
838,none,0
839,none,0
840,none,0
841,none,0
842,none,0
843,none,0
844,none,0
845,none,0
846,none,0
847,none,0
848,none,0
849,none,0
850,none,0
851,none,0
852,none,0
853,none,0
854,none,0
855,none,0
856,none,0
857,none,0
858,none,0
859,none,0
860,none,0
861,none,0
862,none,0
863,none,0
864,none,0
865,none,0
866,none,0
867,none,0
868,none,0
869,none,0
870,none,0
871,none,0
872,none,0
873,none,0
874,none,0
875,none,0
876,none,0
877,none,0
878,none,0
879,none,0
880,none,0
881,none,0
882,none,0
883,none,0
884,none,0
885,none,0
886,none,0
887,none,0
888,none,0
889,none,0
890,none,0
891,none,0
892,none,0
893,none,0
894,none,0
895,none,0
896,none,0
897,none,0
898,none,0
899,none,0
900,none,0
901,none,0
902,none,0
903,none,0
904,none,0
905,none,0
906,none,0
907,none,0
908,none,0
909,none,0
910,none,0
911,none,0
912,none,0
913,none,0
914,none,0
915,none,0
916,none,0
917,none,0
918,none,0
919,none,0
920,none,0
921,none,0
922,none,0
923,none,0
924,none,0
925,none,0
926,none,0
927,none,0
928,none,0
929,none,0
930,none,0
931,none,0
932,none,0
933,none,0
934,none,0
935,none,0
936,none,0
937,none,0
938,none,0
939,none,0
940,none,0
941,none,0
942,none,0
943,none,0
944,none,0
945,none,0
946,none,0
947,none,0
948,none,0
949,none,0
950,none,0
951,none,0
952,none,0
953,none,0
954,none,0
955,none,0
956,none,0
957,none,0
958,none,0
959,none,0
960,none,0
961,none,0
962,none,0
963,none,0
964,none,0
965,none,0
966,none,0
967,none,0
968,none,0
969,none,0
970,none,0
971,none,0
972,none,0
973,none,0
974,none,0
975,none,0
976,none,0
977,none,0
978,none,0
979,none,0
980,none,0
981,none,0
982,none,0
983,none,0
984,none,0
985,none,0
986,none,0
987,none,0
988,none,0
989,none,0
990,none,0
991,none,0
992,none,0
993,none,0
994,none,0
995,none,0
996,none,0
997,none,0
998,none,0
999,none,0
1000,none,0
1001,none,0
1002,none,0
1003,none,0
1004,none,0
1005,none,0
1006,none,0
1007,none,0
1008,none,0
1009,none,0
1010,none,0
1011,none,0
1012,none,0
1013,none,0
1014,none,0
1015,none,0
1016,none,0
1017,none,0
1018,none,0
1019,none,0
1020,none,0
1021,none,0
1022,none,0
1023,none,0
1024,none,0
1025,none,0
1026,none,0
1027,none,0
1028,none,0
1029,none,0
1030,none,0
1031,none,0
1032,none,0
1033,none,0
1034,none,0
1035,none,0
1036,none,0
1037,none,0
1038,none,0
1039,none,0
1040,none,0
1041,none,0
1042,none,0
1043,none,0
1044,none,0
1045,none,0
1046,none,0
1047,none,0
1048,none,0
1049,none,0
1050,none,0
1051,none,0
1052,none,0
1053,none,0
1054,none,0
1055,none,0
1056,none,0
1057,none,0
1058,none,0
1059,none,0
1060,none,0
1061,none,0
1062,none,0
1063,none,0
1064,none,0
1065,none,0
1066,none,0
1067,none,0
1068,none,0
1069,none,0
1070,none,0
1071,none,0
1072,none,0
1073,none,0
1074,none,0
1075,none,0
1076,none,0
1077,none,0
1078,none,0
1079,none,0
1080,none,0
1081,none,0
1082,none,0
1083,none,0
1084,none,0
1085,none,0
1086,none,0
1087,none,0
1088,none,0
1089,none,0
1090,none,0
1091,none,0
1092,none,0
1093,none,0
1094,none,0
1095,none,0
1096,none,0
1097,none,0
1098,none,0
1099,none,0
1100,none,0
1101,none,0
1102,none,0
1103,none,0
1104,none,0
1105,none,0
1106,none,0
1107,none,0
1108,none,0
1109,none,0
1110,none,0
1111,none,0
1112,none,0
1113,none,0
1114,none,0
1115,none,0
1116,none,0
1117,none,0
1118,none,0
1119,none,0
1120,none,0
1121,none,0
1122,none,0
1123,none,0
1124,none,0
1125,none,0
1126,none,0
1127,none,0
1128,none,0
1129,none,0
1130,none,0
1131,none,0
1132,none,0
1133,none,0
1134,none,0
1135,none,0
1136,none,0
1137,none,0
1138,none,0
1139,none,0
1140,none,0
1141,none,0
1142,none,0
1143,none,0
1144,none,0
1145,none,0
1146,none,0
1147,none,0
1148,none,0
1149,none,0
1150,none,0
1151,none,0
1152,none,0
1153,none,0
1154,none,0
1155,none,0
1156,none,0
1157,none,0
1158,none,0
1159,none,0
1160,none,0
1161,none,0
1162,none,0
1163,none,0
1164,none,0
1165,none,0
1166,none,0
1167,none,0
1168,none,0
1169,none,0
1170,none,0
1171,none,0
1172,none,0
1173,none,0
1174,none,0
1175,none,0
1176,none,0
1177,none,0
1178,none,0
1179,none,0
1180,none,0
1181,none,0
1182,none,0
1183,none,0
1184,none,0
1185,none,0
1186,none,0
1187,none,0
1188,none,0
1189,none,0
1190,none,0
1191,none,0
1192,none,0
1193,none,0
1194,none,0
1195,none,0
1196,none,0
1197,none,0
1198,none,0
1199,none,0
1200,none,0
1201,none,0
1202,none,0
1203,none,0
1204,none,0
1205,none,0
1206,none,0
1207,none,0
1208,none,0
1209,none,0
1210,none,0
1211,none,0
1212,none,0
1213,none,0
1214,none,0
1215,none,0
1216,none,0
1217,none,0
1218,none,0
1219,none,0
1220,none,0
1221,none,0
1222,none,0
1223,none,0
1224,none,0
1225,none,0
1226,none,0
1227,none,0
1228,none,0
1229,none,0
1230,none,0
1231,none,0
1232,none,0
1233,none,0
1234,none,0
1235,none,0
1236,none,0
1237,none,0
1238,none,0
1239,none,0
1240,none,0
1241,none,0
1242,none,0
1243,none,0
1244,none,0
1245,none,0
1246,none,0
1247,none,0
1248,none,0
1249,none,0
1250,none,0
1251,none,0
1252,none,0
1253,none,0
1254,none,0
1255,none,0
1256,none,0
1257,none,0
1258,none,0
1259,none,0
1260,none,0
1261,none,0
1262,none,0
1263,none,0
1264,none,0
1265,none,0
1266,none,0
1267,none,0
1268,none,0
1269,none,0
1270,none,0
1271,none,0
1272,none,0
1273,none,0
1274,none,0
1275,none,0
1276,none,0
1277,none,0
1278,none,0
1279,none,0
1280,none,0
1281,none,0
1282,none,0
1283,none,0
1284,none,0
1285,none,0
1286,none,0
1287,none,0
1288,none,0
1289,none,0
1290,none,0
1291,none,0
1292,none,0
1293,none,0
1294,none,0
1295,none,0
1296,none,0
1297,none,0
1298,none,0
1299,none,0
1300,none,0
1301,none,0
1302,none,0
1303,none,0
1304,none,0
1305,none,0
1306,none,0
1307,none,0
1308,none,0
1309,none,0
1310,none,0
1311,none,0
1312,none,0
1313,none,0
1314,none,0
1315,none,0
1316,none,0
1317,none,0
1318,none,0
1319,none,0
1320,none,0
1321,none,0
1322,none,0
1323,none,0
1324,none,0
1325,none,0
1326,none,0
1327,none,0
1328,none,0
1329,none,0
1330,none,0
1331,none,0
1332,none,0
1333,none,0
1334,none,0
1335,none,0
1336,none,0
1337,none,0
1338,none,0
1339,none,0
1340,none,0
1341,none,0
1342,none,0
1343,none,0
1344,none,0
1345,none,0
1346,none,0
1347,none,0
1348,none,0
1349,none,0
1350,none,0
1351,none,0
1352,none,0
1353,none,0
1354,none,0
1355,none,0
1356,none,0
1357,none,0
1358,none,0
1359,none,0
1360,none,0
1361,none,0
1362,none,0
1363,none,0
1364,none,0
1365,none,0
1366,none,0
1367,none,0
1368,none,0
1369,none,0
1370,none,0
1371,none,0
1372,none,0
1373,none,0
1374,none,0
1375,none,0
1376,none,0
1377,none,0
1378,none,0
1379,none,0
1380,none,0
1381,none,0
1382,none,0
1383,none,0
1384,none,0
1385,none,0
1386,none,0
1387,none,0
1388,none,0
1389,none,0
1390,none,0
1391,none,0
1392,none,0
1393,none,0
1394,none,0
1395,none,0
1396,none,0
1397,none,0
1398,none,0
1399,none,0
1400,none,0
1401,none,0
1402,none,0
1403,none,0
1404,none,0
1405,none,0
1406,none,0
1407,none,0
1408,none,0
1409,none,0
1410,none,0
1411,none,0
1412,none,0
1413,none,0
1414,none,0
1415,none,0
1416,none,0
1417,none,0
1418,none,0
1419,none,0
1420,none,0
1421,none,0
1422,none,0
1423,none,0
1424,none,0
1425,none,0
1426,none,0
1427,none,0
1428,none,0
1429,none,0
1430,none,0
1431,none,0
1432,none,0
1433,none,0
1434,none,0
1435,sensor_glitch,1
1436,none,0
1437,none,0
1438,none,0
1439,none,0
1440,none,0
1441,none,0
1442,none,0
1443,none,0
1444,none,0
1445,none,0
1446,none,0
1447,none,0
1448,none,0
1449,none,0
1450,none,0
1451,none,0
1452,none,0
1453,none,0
1454,none,0
1455,none,0
1456,none,0
1457,none,0
1458,none,0
1459,none,0
1460,none,0
1461,none,0
1462,none,0
1463,none,0
1464,none,0
1465,none,0
1466,none,0
1467,none,0
1468,none,0
1469,none,0
1470,none,0
1471,none,0
1472,none,0
1473,none,0
1474,none,0
1475,none,0
1476,none,0
1477,none,0
1478,none,0
1479,none,0
1480,none,0
1481,none,0
1482,none,0
1483,none,0
1484,none,0
1485,none,0
1486,none,0
1487,none,0
1488,none,0
1489,none,0
1490,none,0
1491,none,0
1492,none,0
1493,none,0
1494,none,0
1495,none,0
1496,none,0
1497,none,0
1498,none,0
1499,none,0
1500,none,0
1501,none,0
1502,none,0
1503,none,0
1504,none,0
1505,none,0
1506,none,0
1507,none,0
1508,none,0
1509,sensor_glitch,1
1510,none,0
1511,none,0
1512,none,0
1513,none,0
1514,none,0
1515,none,0
1516,none,0
1517,none,0
1518,none,0
1519,none,0
1520,none,0
1521,none,0
1522,none,0
1523,silent_failure,1
1524,none,0
1525,silent_failure,1
1526,none,0
1527,silent_failure,1
1528,none,0
1529,none,0
1530,none,0
1531,none,0
1532,none,0
1533,none,0
1534,none,0
1535,none,0
1536,none,0
1537,none,0
1538,none,0
1539,none,0
1540,none,0
1541,none,0
1542,none,0
1543,none,0
1544,none,0
1545,none,0
1546,none,0
1547,none,0
1548,none,0
1549,none,0
1550,none,0
1551,none,0
1552,none,0
1553,none,0
1554,none,0
1555,none,0
1556,none,0
1557,none,0
1558,none,0
1559,none,0
1560,none,0
1561,none,0
1562,silent_failure,1
1563,none,0
1564,none,0
1565,none,0
1566,none,0
1567,none,0
1568,none,0
1569,none,0
1570,none,0
1571,none,0
1572,none,0
1573,none,0
1574,none,0
1575,none,0
1576,none,0
1577,none,0
1578,none,0
1579,none,0
1580,none,0
1581,none,0
1582,none,0
1583,none,0
1584,none,0
1585,none,0
1586,none,0
1587,none,0
1588,none,0
1589,none,0
1590,none,0
1591,none,0
1592,none,0
1593,none,0
1594,none,0
1595,none,0
1596,none,0
1597,none,0
1598,none,0
1599,none,0
1600,none,0
1601,none,0
1602,none,0
1603,none,0
1604,none,0
1605,none,0
1606,none,0
1607,none,0
1608,none,0
1609,none,0
1610,none,0
1611,none,0
1612,none,0
1613,none,0
1614,none,0
1615,none,0
1616,none,0
1617,none,0
1618,none,0
1619,none,0
1620,none,0
1621,none,0
1622,none,0
1623,none,0
1624,none,0
1625,none,0
1626,none,0
1627,none,0
1628,none,0
1629,none,0
1630,none,0
1631,none,0
1632,silent_failure,1
1633,none,0
1634,silent_failure,1
1635,none,0
1636,none,0
1637,none,0
1638,none,0
1639,none,0
1640,none,0
1641,none,0
1642,none,0
1643,none,0
1644,none,0
1645,none,0
1646,none,0
1647,none,0
1648,none,0
1649,none,0
1650,none,0
1651,none,0
1652,none,0
1653,none,0
1654,none,0
1655,none,0
1656,none,0
1657,none,0
1658,none,0
1659,none,0
1660,none,0
1661,none,0
1662,none,0
1663,none,0
1664,none,0
1665,none,0
1666,none,0
1667,silent_failure,1
1668,none,0
1669,none,0
1670,none,0
1671,none,0
1672,none,0
1673,none,0
1674,none,0
1675,none,0
1676,none,0
1677,none,0
1678,none,0
1679,none,0
1680,none,0
1681,none,0
1682,none,0
1683,none,0
1684,none,0
1685,none,0
1686,none,0
1687,none,0
1688,none,0
1689,none,0
1690,none,0
1691,none,0
1692,none,0
1693,none,0
1694,none,0
1695,none,0
1696,none,0
1697,none,0
1698,none,0
1699,none,0
1700,none,0
1701,none,0
1702,silent_failure,1
1703,none,0
1704,silent_failure,1
1705,none,0
1706,none,0
1707,none,0
1708,sensor_glitch,1
1709,none,0
1710,none,0
1711,none,0
1712,sensor_glitch,1
1713,none,0
1714,none,0
1715,none,0
1716,none,0
1717,none,0
1718,none,0
1719,none,0
1720,none,0
1721,none,0
1722,none,0
1723,none,0
1724,none,0
1725,none,0
1726,none,0
1727,none,0
1728,none,0
1729,none,0
1730,none,0
1731,none,0
1732,none,0
1733,none,0
1734,none,0
1735,none,0
1736,none,0
1737,none,0
1738,none,0
1739,none,0
1740,none,0
1741,none,0
1742,none,0
1743,none,0
1744,none,0
1745,none,0
1746,none,0
1747,none,0
1748,none,0
1749,none,0
1750,none,0
1751,none,0
1752,none,0
1753,none,0
1754,none,0
1755,none,0
1756,none,0
1757,sensor_glitch,1
1758,none,0
1759,none,0
1760,none,0
1761,none,0
1762,none,0
1763,none,0
1764,none,0
1765,none,0
1766,none,0
1767,none,0
1768,none,0
1769,none,0
1770,none,0
1771,none,0
1772,none,0
1773,none,0
1774,none,0
1775,none,0
1776,none,0
1777,none,0
1778,none,0
1779,none,0
1780,none,0
1781,none,0
1782,none,0
1783,sensor_glitch,1
1784,none,0
1785,none,0
1786,none,0
1787,none,0
1788,none,0
1789,silent_failure,1
1790,none,0
1791,none,0
1792,none,0
1793,none,0
1794,none,0
1795,none,0
1796,none,0
1797,none,0
1798,none,0
1799,none,0
1800,none,0
1801,none,0
1802,none,0
1803,none,0
1804,none,0
1805,none,0
1806,none,0
1807,none,0
1808,none,0
1809,none,0
1810,none,0
1811,none,0
1812,none,0
1813,none,0
1814,none,0
1815,none,0
1816,none,0
1817,none,0
1818,none,0
1819,none,0
1820,none,0
1821,none,0
1822,none,0
1823,none,0
1824,none,0
1825,none,0
1826,none,0
1827,none,0
1828,none,0
1829,none,0
1830,none,0
1831,none,0
1832,none,0
1833,none,0
1834,none,0
1835,none,0
1836,none,0
1837,none,0
1838,none,0
1839,none,0
1840,none,0
1841,none,0
1842,none,0
1843,none,0
1844,none,0
1845,none,0
1846,none,0
1847,none,0
1848,none,0
1849,none,0
1850,none,0
1851,none,0
1852,none,0
1853,none,0
1854,none,0
1855,none,0
1856,none,0
1857,none,0
1858,none,0
1859,none,0
1860,none,0
1861,none,0
1862,none,0
1863,none,0
1864,none,0
1865,none,0
1866,none,0
1867,none,0
1868,none,0
1869,none,0
1870,none,0
1871,none,0
1872,none,0
1873,none,0
1874,none,0
1875,none,0
1876,none,0
1877,none,0
1878,none,0
1879,none,0
1880,none,0
1881,none,0
1882,none,0
1883,none,0
1884,none,0
1885,none,0
1886,none,0
1887,none,0
1888,none,0
1889,none,0
1890,none,0
1891,none,0
1892,none,0
1893,none,0
1894,none,0
1895,none,0
1896,none,0
1897,none,0
1898,none,0
1899,none,0
1900,none,0
1901,none,0
1902,none,0
1903,none,0
1904,none,0
1905,none,0
1906,none,0
1907,none,0
1908,none,0
1909,none,0
1910,none,0
1911,none,0
1912,none,0
1913,none,0
1914,none,0
1915,none,0
1916,none,0
1917,none,0
1918,none,0
1919,none,0
1920,sensor_glitch,1
1921,none,0
1922,none,0
1923,none,0
1924,none,0
1925,none,0
1926,none,0
1927,none,0
1928,silent_failure,1
1929,none,0
1930,none,0
1931,none,0
1932,none,0
1933,none,0
1934,none,0
1935,none,0
1936,none,0
1937,none,0
1938,none,0
1939,none,0
1940,sensor_glitch,1
1941,none,0
1942,none,0
1943,none,0
1944,none,0
1945,none,0
1946,none,0
1947,none,0
1948,none,0
1949,none,0
1950,none,0
1951,none,0
1952,none,0
1953,none,0
1954,none,0
1955,none,0
1956,none,0
1957,none,0
1958,none,0
1959,none,0
1960,sensor_glitch,1
1961,none,0
1962,sensor_glitch,1
1963,none,0
1964,none,0
1965,none,0
1966,none,0
1967,none,0
1968,none,0
1969,none,0
1970,none,0
1971,silent_failure,1
1972,none,0
1973,none,0
1974,none,0
1975,none,0
1976,none,0
1977,none,0
1978,none,0
1979,none,0
1980,none,0
1981,none,0
1982,none,0
1983,none,0
1984,none,0
1985,none,0
1986,sensor_glitch,1
1987,none,0
1988,none,0
1989,none,0
1990,none,0
1991,none,0
1992,silent_failure,1
1993,none,0
1994,none,0
1995,none,0
1996,none,0
1997,none,0
1998,none,0
1999,none,0
2000,none,0
2001,none,0
2002,none,0
2003,none,0
2004,none,0
2005,none,0
2006,none,0
2007,none,0
2008,none,0
2009,none,0
2010,none,0
2011,none,0
2012,none,0
2013,none,0
2014,none,0
2015,none,0
2016,none,0
2017,none,0
2018,none,0
2019,none,0
2020,none,0
2021,none,0
2022,none,0
2023,none,0
2024,none,0
2025,none,0
2026,none,0
2027,none,0
2028,none,0
2029,none,0
2030,none,0
2031,none,0
2032,none,0
2033,none,0
2034,silent_failure,1
2035,none,0
2036,none,0
2037,none,0
2038,none,0
2039,none,0
2040,sensor_glitch,1
2041,none,0
2042,none,0
2043,none,0
2044,none,0
2045,none,0
2046,none,0
2047,none,0
2048,none,0
2049,none,0
2050,none,0
2051,none,0
2052,none,0
2053,silent_failure,1
2054,none,0
2055,none,0
2056,none,0
2057,none,0
2058,none,0
2059,none,0
2060,none,0
2061,none,0
2062,none,0
2063,none,0
2064,none,0
2065,none,0
2066,none,0
2067,none,0
2068,none,0
2069,none,0
2070,none,0
2071,none,0
2072,none,0
2073,none,0
2074,none,0
2075,none,0
2076,none,0
2077,none,0
2078,none,0
2079,none,0
2080,none,0
2081,none,0
2082,none,0
2083,none,0
2084,none,0
2085,none,0
2086,none,0
2087,none,0
2088,none,0
2089,none,0
2090,none,0
2091,none,0
2092,none,0
2093,none,0
2094,none,0
2095,none,0
2096,none,0
2097,none,0
2098,none,0
2099,none,0
2100,none,0
2101,none,0
2102,none,0
2103,none,0
2104,none,0
2105,none,0
2106,none,0
2107,none,0
2108,none,0
2109,none,0
2110,none,0
2111,none,0
2112,none,0
2113,none,0
2114,none,0
2115,none,0
2116,none,0
2117,none,0
