timestamp,instance_id,region,instance_type,service_tier,cpu_util,mem_util,p99_latency_ms,request_rate,error_rate_pct,queue_depth,cache_hit_ratio,gc_pause_ms,active_connections,disk_io_wait_ms,deploy_phase,incident
2026-01-05 04:00:00,gw-08,eu-central-1,r5.2xlarge,free,0.6638,0.6417,303.26,1238.93,1.1014,6,0.9046,25.383,759.6,2.558,A,0
2026-01-05 04:00:00,gw-09,ap-south-1,m5.large,free,0.2859,0.3964,363.31,259.97,0.2254,14,0.8713,45.596,114.8,1.404,A,0
2026-01-05 04:00:00,gw-10,ap-south-1,c5.xlarge,free,0.231,0.3013,989.65,455.29,0.358,20,0.9599,19.489,279.5,0.669,A,0
2026-01-05 04:00:00,gw-11,ap-south-1,r5.2xlarge,enterprise,0.3451,0.4564,148.57,921.78,0.0395,6,0.7073,39.934,573.4,0.544,A,1
2026-01-05 04:00:00,gw-12,us-east-1,m5.large,pro,0.6444,0.6339,13.85,800.28,0.0474,4,0.8978,9.627,607.7,0.256,A,0
2026-01-05 04:00:00,gw-13,us-east-1,c5.xlarge,free,0.52,0.7697,918.72,983.83,0.6237,8,0.906,704.056,554.1,2.971,A,0
2026-01-05 04:00:00,gw-14,us-east-1,r5.2xlarge,pro,0.3458,0.5596,83.45,1397.83,0.5838,5,0.8131,126.327,889.7,2.461,A,0
2026-01-05 04:00:00,gw-15,us-west-2,m5.large,enterprise,0.4031,0.4524,517.67,834.84,0.1042,13,0.9445,3.652,711.8,0.135,A,0
2026-01-05 04:00:00,gw-16,us-west-2,c5.xlarge,free,0.5997,0.4821,243.17,1085.83,0.1364,19,0.8079,13.737,454.9,1.029,A,0
2026-01-05 04:00:00,gw-17,us-west-2,r5.2xlarge,pro,0.732,0.8834,-1.0,870.9,0.7945,10,0.7995,13.855,721.8,1.987,A,1
2026-01-05 04:00:00,gw-18,eu-central-1,m5.large,free,0.8505,0.6744,53.67,1447.6,0.9381,9,0.9906,38.695,509.6,1.404,A,1
2026-01-05 04:00:00,gw-19,eu-central-1,c5.xlarge,free,0.5767,0.7248,209.6,1492.27,1.3984,20,0.809,14.846,660.0,3.042,A,1
2026-01-05 04:00:00,gw-20,eu-central-1,r5.2xlarge,pro,0.5758,0.7577,307.32,980.7,0.5176,5,0.8647,100.644,928.3,3.266,A,0
2026-01-05 04:00:00,gw-21,ap-south-1,m5.large,pro,0.2339,0.534,416.53,585.31,0.0958,8,0.9189,9.535,417.2,5.127,A,0
2026-01-05 04:00:00,gw-22,ap-south-1,c5.xlarge,free,0.7079,0.6099,582.2,1696.24,0.0854,16,0.7896,19.971,464.4,5.662,A,1
2026-01-05 04:00:00,gw-23,ap-south-1,r5.2xlarge,pro,0.6151,0.6437,38.75,1295.82,0.0008,7,0.8757,63.39,608.7,0.248,A,0
2026-01-05 06:00:00,gw-00,us-east-1,m5.large,pro,0.6583,0.754,54.35,1693.48,0.3997,9,0.9221,189.622,728.8,0.203,A,1
2026-01-05 06:00:00,gw-01,us-east-1,c5.xlarge,free,0.5331,0.5043,450.37,787.07,1.3407,7,0.9392,3.034,525.1,5.814,A,0
2026-01-05 06:00:00,gw-02,us-east-1,r5.2xlarge,free,0.6099,0.5665,562.49,778.89,0.6113,17,0.9488,12.349,486.3,1.497,A,0
2026-01-05 06:00:00,gw-03,us-west-2,m5.large,pro,0.4803,0.6489,88.26,880.33,1.0392,4,0.9493,45.801,703.6,1.28,A,0
2026-01-05 06:00:00,gw-04,us-west-2,c5.xlarge,pro,0.5913,0.0926,76.21,3156.01,0.0002,20,0.8881,1.5,901.4,3.374,A,0
2026-01-05 06:00:00,gw-05,us-west-2,r5.2xlarge,free,0.5624,0.4419,167.42,615.47,0.4278,1,0.9832,47.928,494.9,4.396,A,0
2026-01-05 06:00:00,gw-06,eu-central-1,m5.large,free,0.671,0.3917,448.46,1045.84,0.0015,18,0.88,3.056,489.2,0.617,A,0
2026-01-05 06:00:00,gw-07,eu-central-1,c5.xlarge,pro,0.54,0.5486,36.25,1500.89,0.1288,10,0.9143,5.855,865.1,4.642,A,0
2026-01-05 06:00:00,gw-08,eu-central-1,r5.2xlarge,enterprise,0.6523,0.5127,787.0,2657.35,0.6316,11,0.7702,81.4,941.2,3.505,A,1
2026-01-05 06:00:00,gw-09,ap-south-1,m5.large,enterprise,0.7654,0.7096,101.08,1445.9,0.4447,18,0.9289,12.354,854.7,0.4,A,1
2026-01-05 06:00:00,gw-10,ap-south-1,c5.xlarge,free,0.7417,0.524,105.65,942.61,0.0051,4,0.9768,33.626,411.9,6.659,A,0
2026-01-05 06:00:00,gw-11,ap-south-1,r5.2xlarge,free,0.6338,0.5786,92.79,1210.16,0.234,10,0.8919,8.338,737.1,0.524,A,0
2026-01-05 06:00:00,gw-12,us-east-1,m5.large,pro,0.5616,0.6967,49.01,1162.55,0.6139,2,0.9721,5.382,904.7,1.616,A,1
2026-01-05 06:00:00,gw-13,us-east-1,c5.xlarge,free,0.6294,0.7063,17.59,782.88,0.1369,15,0.9626,19.527,412.0,0.059,A,0
2026-01-05 06:00:00,gw-14,us-east-1,r5.2xlarge,free,0.5176,0.6336,41.53,989.39,0.6271,7,0.9731,53.771,476.2,1.423,A,0
2026-01-05 06:00:00,gw-15,us-west-2,m5.large,enterprise,0.6826,0.2788,41.0,813.62,0.4387,2,0.9397,1.643,417.2,3.392,A,0
2026-01-05 06:00:00,gw-16,us-west-2,c5.xlarge,pro,0.9625,0.7595,530.67,1080.45,4.6657,11,0.9263,4.705,328.0,5.187,A,1
2026-01-05 06:00:00,gw-17,us-west-2,r5.2xlarge,enterprise,0.5629,0.6996,399.61,988.55,0.1954,8,0.8526,41.238,941.5,1.389,A,0
2026-01-05 06:00:00,gw-18,eu-central-1,m5.large,free,0.486,0.4007,176.41,854.69,0.0234,14,0.8817,23.121,334.3,0.42,A,0
2026-01-05 06:00:00,gw-19,eu-central-1,c5.xlarge,free,0.3881,0.6557,11.23,1133.1,0.0,3,0.8494,18.931,754.2,3.67,A,0
2026-01-05 06:00:00,gw-20,eu-central-1,r5.2xlarge,pro,0.6311,0.6693,139.81,1273.71,0.0325,12,0.9107,30.114,592.4,5.194,A,0
2026-01-05 06:00:00,gw-21,ap-south-1,m5.large,pro,0.7951,0.7237,15.27,867.39,0.0043,3,0.9181,7.242,572.7,0.26,A,1
2026-01-05 06:00:00,gw-22,ap-south-1,c5.xlarge,pro,0.942,0.6268,20.57,2044.78,0.6787,14,0.9103,6.207,511.3,0.344,A,0
2026-01-05 06:00:00,gw-23,ap-south-1,r5.2xlarge,pro,0.588,0.5642,216.15,1332.33,0.0292,2,0.6302,16.15,826.2,7.288,A,1
2026-01-05 08:00:00,gw-00,us-east-1,m5.large,free,0.4158,0.6542,170.7,478.88,0.0011,3,0.9527,314.142,393.5,0.277,A,0
2026-01-05 08:00:00,gw-01,us-east-1,c5.xlarge,free,0.9094,0.6463,109.74,4488.64,1.0653,13,0.7271,9.271,1179.6,0.967,A,0
2026-01-05 08:00:00,gw-02,us-east-1,r5.2xlarge,free,0.7267,0.5623,25.29,1028.2,0.1572,5,0.9474,8.86,381.4,0.471,A,0
2026-01-05 08:00:00,gw-03,us-west-2,m5.large,free,0.7249,0.7054,203.01,1161.2,0.4202,8,0.8572,101.192,582.9,0.235,A,1
2026-01-05 08:00:00,gw-04,us-west-2,c5.xlarge,free,0.8462,0.7747,38.99,2486.07,0.0528,11,,16.775,583.2,4.663,A,0
2026-01-05 08:00:00,gw-05,us-west-2,r5.2xlarge,pro,0.5363,0.5991,124.47,664.81,1.6523,3,0.9155,12.442,385.5,1.206,A,0
2026-01-05 08:00:00,gw-06,eu-central-1,m5.large,free,0.8287,0.4576,139.2,1488.23,0.3654,15,0.972,20.597,537.6,0.958,A,0
2026-01-05 08:00:00,gw-07,eu-central-1,c5.xlarge,enterprise,0.4905,0.3985,25.84,1175.47,0.2292,0,0.9456,47.651,615.5,1.609,A,0
2026-01-05 08:00:00,gw-08,eu-central-1,r5.2xlarge,pro,0.6317,0.692,2666.8,1051.59,0.3865,11,0.8558,97.072,523.5,6.194,A,1
2026-01-05 08:00:00,gw-09,ap-south-1,m5.large,enterprise,0.5269,0.6171,126.71,356.73,1.0587,4,0.9566,7.134,513.4,0.609,A,0
2026-01-05 08:00:00,gw-10,ap-south-1,c5.xlarge,free,0.9194,0.6761,244.05,2098.16,0.1443,8,0.7109,18.813,671.3,1.805,A,1
2026-01-05 08:00:00,gw-11,ap-south-1,r5.2xlarge,free,0.3174,0.6351,145.98,457.28,0.1792,5,0.919,24.84,363.3,0.735,A,0
2026-01-05 08:00:00,gw-12,us-east-1,m5.large,pro,0.6929,0.6689,163.67,1012.41,0.2833,6,0.9058,85.092,536.8,0.897,A,0
2026-01-05 08:00:00,gw-13,us-east-1,c5.xlarge,free,0.4538,0.7764,94.95,363.04,0.0101,4,0.6915,5.923,271.3,2.18,A,0
2026-01-05 08:00:00,gw-14,us-east-1,r5.2xlarge,free,0.9248,0.7597,601.59,2217.16,0.973,9,0.9693,7.443,857.7,1.34,A,1
2026-01-05 08:00:00,gw-15,us-west-2,m5.large,enterprise,0.6564,0.7454,137.0,1889.23,0.9097,11,0.9881,167.887,716.1,1.837,A,0
2026-01-05 08:00:00,gw-16,us-west-2,c5.xlarge,enterprise,0.6488,0.424,45.53,814.73,0.0787,6,0.9511,2.573,426.4,0.704,A,0
2026-01-05 08:00:00,gw-17,us-west-2,r5.2xlarge,enterprise,0.913,0.875,11.91,2550.11,0.0001,10,0.9427,98.101,843.2,1.859,A,0
2026-01-05 08:00:00,gw-18,eu-central-1,m5.large,free,0.3866,0.3469,290.23,1580.3,0.2261,12,0.9225,177.965,1048.9,0.914,A,0
2026-01-05 08:00:00,gw-19,eu-central-1,c5.xlarge,free,0.7435,0.5044,600.63,1557.37,0.209,12,0.8202,6.476,676.3,2.56,A,1
2026-01-05 08:00:00,gw-20,eu-central-1,r5.2xlarge,free,0.4564,0.5695,159.31,1651.12,0.0413,9,0.8137,20.148,649.5,3.634,A,0
2026-01-05 08:00:00,gw-21,ap-south-1,m5.large,pro,0.8738,0.6872,17.67,789.56,0.0391,4,0.8603,43.362,270.5,1.165,A,1
2026-01-05 08:00:00,gw-22,ap-south-1,c5.xlarge,free,0.6621,0.5752,103.47,2549.17,1.0138,9,0.8572,83.525,837.8,2.301,A,0
2026-01-05 08:00:00,gw-23,ap-south-1,r5.2xlarge,free,0.8228,0.655,63.53,1847.37,0.0545,11,0.8197,39.325,572.8,3.548,A,1
2026-01-05 10:00:00,gw-00,us-east-1,m5.large,enterprise,0.6232,0.7832,306.18,1461.28,0.1445,13,0.9206,82.148,721.6,2.712,A,1
2026-01-05 10:00:00,gw-01,us-east-1,c5.xlarge,enterprise,0.6672,0.6626,9.16,1248.66,0.102,5,0.8697,29.318,704.6,0.133,A,0
2026-01-05 10:00:00,gw-02,us-east-1,r5.2xlarge,enterprise,0.5379,0.4195,117.56,648.61,0.0185,5,0.9911,32.061,436.1,0.141,A,0
2026-01-05 10:00:00,gw-03,us-west-2,m5.large,enterprise,0.7902,0.5709,87.38,2419.54,0.1823,7,0.8698,67.635,567.9,2.259,A,0
2026-01-05 10:00:00,gw-04,us-west-2,c5.xlarge,pro,0.5465,0.433,93.85,1539.4,0.0393,14,0.9535,0.936,867.5,4.876,A,0
2026-01-05 10:00:00,gw-05,us-west-2,r5.2xlarge,pro,0.8643,0.6619,170.71,1452.77,0.4962,15,0.8232,38.658,469.8,2.592,A,0
2026-01-05 10:00:00,gw-06,eu-central-1,m5.large,free,0.5196,0.5763,354.07,1019.19,0.0941,21,0.9943,21.562,585.0,0.396,A,0
2026-01-05 10:00:00,gw-07,eu-central-1,c5.xlarge,free,0.6291,0.492,769.46,838.76,0.8822,9,0.9333,25.671,590.0,2.499,A,0
2026-01-05 10:00:00,gw-08,eu-central-1,r5.2xlarge,pro,0.8997,0.7023,705.43,2910.32,0.4113,12,0.9544,36.153,898.1,2.019,A,1
2026-01-05 10:00:00,gw-09,ap-south-1,m5.large,enterprise,0.702,0.7051,67.43,1655.69,0.077,6,0.8198,17.099,801.6,2.904,A,0
2026-01-05 10:00:00,gw-10,ap-south-1,c5.xlarge,free,0.4908,0.4535,1288.53,1872.03,0.3016,13,0.9453,34.127,879.6,4.919,A,0
2026-01-05 10:00:00,gw-11,ap-south-1,r5.2xlarge,free,0.7939,0.8109,70.95,445.96,0.0058,9,0.8543,8.724,278.9,0.251,A,0
2026-01-05 10:00:00,gw-12,us-east-1,m5.large,pro,0.3916,0.4797,142.07,619.95,0.4244,7,0.9435,22.355,466.2,0.625,A,0
2026-01-05 10:00:00,gw-13,us-east-1,c5.xlarge,free,0.8401,0.667,73.96,686.13,0.8237,14,0.9447,5.631,175.7,6.353,A,0
2026-01-05 10:00:00,gw-14,us-east-1,r5.2xlarge,enterprise,0.6702,0.734,24.45,1528.59,1.8221,5,0.929,6.76,1268.8,0.237,A,0
2026-01-05 10:00:00,gw-15,us-west-2,m5.large,free,0.612,0.491,1175.72,1270.21,3.6363,7,0.9074,122.183,484.5,0.214,A,0
2026-01-05 10:00:00,gw-16,us-west-2,c5.xlarge,enterprise,0.7513,0.6986,45.66,1479.41,0.0203,9,0.7992,44.802,715.2,1.307,A,0
2026-01-05 10:00:00,gw-17,us-west-2,r5.2xlarge,free,0.9455,0.5935,25.85,2793.02,0.1548,10,0.7624,11.396,668.9,0.406,A,0
2026-01-05 10:00:00,gw-18,eu-central-1,m5.large,free,0.6997,0.8628,1226.28,1532.18,1.7286,8,0.9366,116.233,1745.8,3.682,A,1
2026-01-05 10:00:00,gw-19,eu-central-1,c5.xlarge,free,0.9037,0.8137,28.63,1919.75,0.0669,8,0.8764,149.39,1154.4,0.242,A,0
2026-01-05 10:00:00,gw-20,eu-central-1,r5.2xlarge,enterprise,0.4967,0.6695,86.23,1616.26,0.2968,7,0.9239,15.186,1376.2,1.156,A,0
2026-01-05 10:00:00,gw-21,ap-south-1,m5.large,free,0.4414,0.6035,19.52,1001.86,0.2956,1,0.8234,4.78,872.6,0.041,A,0
2026-01-05 10:00:00,gw-22,ap-south-1,c5.xlarge,pro,0.6753,0.5269,346.99,1469.44,0.5024,14,0.7073,1.478,445.7,1.413,A,0
2026-01-05 10:00:00,gw-23,ap-south-1,r5.2xlarge,enterprise,0.8124,0.7942,112.08,1526.83,0.4792,8,0.9377,15.779,949.8,0.581,A,1
2026-01-05 12:00:00,gw-00,us-east-1,m5.large,free,0.6311,0.7866,92.95,551.21,0.513,8,0.9186,18.61,322.2,2.035,A,0
2026-01-05 12:00:00,gw-01,us-east-1,c5.xlarge,free,0.6178,0.6839,22.55,2054.26,0.0428,21,0.936,5.816,983.9,0.291,A,0
2026-01-05 12:00:00,gw-02,us-east-1,r5.2xlarge,free,0.343,0.3673,473.47,1119.13,0.5937,7,0.8181,256.204,636.8,1.57,A,0
2026-01-05 12:00:00,gw-03,us-west-2,m5.large,free,0.4846,0.4273,148.51,1374.58,0.1488,9,0.9318,16.099,721.8,2.103,A,0
2026-01-05 12:00:00,gw-04,us-west-2,c5.xlarge,pro,0.8213,0.6445,511.63,1381.91,1.8697,11,0.9475,142.295,406.4,1.207,A,0
2026-01-05 12:00:00,gw-05,us-west-2,r5.2xlarge,enterprise,0.7942,0.8747,12.69,942.36,0.0492,5,0.8078,8.61,500.0,0.972,A,0
2026-01-05 12:00:00,gw-06,eu-central-1,m5.large,pro,0.4846,0.4862,81.74,1152.59,0.3956,11,0.9411,23.991,622.9,2.303,A,0
2026-01-05 12:00:00,gw-07,eu-central-1,c5.xlarge,pro,0.7315,0.6002,11.02,1391.97,0.0381,4,0.9854,87.374,703.1,0.133,A,0
2026-01-05 12:00:00,gw-08,eu-central-1,r5.2xlarge,enterprise,0.467,0.4941,8.43,1446.14,0.4603,10,0.8893,11.689,518.8,0.265,A,0
2026-01-05 12:00:00,gw-09,ap-south-1,m5.large,pro,0.4217,0.2876,137.31,1669.53,0.0518,13,0.9346,2.666,475.9,1.335,A,0
2026-01-05 12:00:00,gw-10,ap-south-1,c5.xlarge,enterprise,0.7684,0.3666,115.1,2383.6,2.7491,9,0.8392,0.91,934.7,1.147,A,1
2026-01-05 12:00:00,gw-11,ap-south-1,r5.2xlarge,free,0.8663,0.6895,236.78,1300.28,0.287,7,0.9383,15.193,605.0,9.292,A,0
2026-01-05 12:00:00,gw-12,us-east-1,m5.large,free,0.5453,0.6496,75.0,1536.81,0.0001,3,0.8385,141.522,1020.7,0.446,A,0
2026-01-05 12:00:00,gw-13,us-east-1,c5.xlarge,free,0.6458,0.6335,806.13,964.35,0.2418,18,0.8529,113.917,351.0,2.3,A,0
2026-01-05 12:00:00,gw-14,us-east-1,r5.2xlarge,pro,0.6873,0.4328,1104.27,2005.1,0.7777,14,0.822,2.791,1038.6,3.034,A,1
2026-01-05 12:00:00,gw-15,us-west-2,m5.large,pro,0.6205,0.8636,208.04,1058.71,0.043,4,0.8488,156.594,817.6,3.653,A,0
2026-01-05 12:00:00,gw-16,us-west-2,c5.xlarge,free,0.6908,0.7326,4.51,2301.54,0.0846,6,0.8318,9.037,951.3,0.169,A,0
2026-01-05 12:00:00,gw-17,us-west-2,r5.2xlarge,pro,0.4888,0.5236,105.87,2107.01,0.5117,7,0.7325,36.784,1219.3,0.563,A,1
2026-01-05 12:00:00,gw-18,eu-central-1,m5.large,free,0.6263,0.6589,48.58,1227.22,0.0085,5,0.9027,3.808,909.8,0.948,A,0
2026-01-05 12:00:00,gw-19,eu-central-1,c5.xlarge,free,0.5886,0.7171,353.7,1105.07,0.0046,11,0.9347,108.599,664.1,0.957,A,0
2026-01-05 12:00:00,gw-20,eu-central-1,r5.2xlarge,pro,0.7261,0.8102,7.25,1686.82,0.0764,5,0.8368,683.105,813.2,0.402,A,0
2026-01-05 12:00:00,gw-21,ap-south-1,m5.large,free,0.4644,0.4484,119.74,839.01,0.0304,4,0.9656,3.01,461.0,6.512,A,0
2026-01-05 12:00:00,gw-22,ap-south-1,c5.xlarge,enterprise,0.5908,0.4421,256.32,1205.97,0.0623,13,0.9645,4.246,518.6,2.836,A,0
2026-01-05 12:00:00,gw-23,ap-south-1,r5.2xlarge,pro,0.4455,0.5941,143.34,801.25,0.6182,4,0.8545,14.086,671.4,0.54,A,0
2026-01-05 14:00:00,gw-00,us-east-1,m5.large,free,0.6937,0.6719,180.0,720.39,0.1017,9,0.8453,25.695,316.8,5.085,A,0
